31,161,3
124,128,3
143,122,3
83,33,3
147,84,3
73,36,3
20,60,3
149,90,3
86,18,3
154,29,3
85,53,2
115,9,3
79,122,3
160,58,2
161,123,2
137,9,2
50,149,3
51,23,3
21,39,2
49,76,3
40,40,2
127,17,2
90,39,3
154,72,3
76,142,3
126,174,2
132,156,3
117,84,3
57,161,3
40,187,3
8,100,3
129,4,3
147,14,2
64,164,3
133,168,3
33,15,3
100,150,2
143,169,2
68,94,3
137,133,3
89,171,3
41,93,3
158,97,3
16,183,3
52,138,3
132,74,2
54,116,3
31,182,3
17,20,3
49,41,3
114,168,3
75,113,3
60,25,3
125,116,2
83,39,3
7,85,3
114,147,3
70,87,3
122,24,3
40,58,3
120,17,3
110,135,3
48,131,3
59,38,3
154,7,2
42,6,2
41,130,3
64,14,3
134,44,3
14,77,2
116,30,2
127,168,2
86,65,3
84,95,3
162,31,2
85,134,3
146,42,2
133,16,2
27,52,3
17,103,3
100,41,3
3,123,3
95,176,2
75,15,3
18,142,2
120,122,2
118,64,2
8,182,2
99,169,2
68,65,3
12,48,3
67,32,3
91,27,1
42,151,2
57,133,3
73,164,3
52,111,3
22,33,3
23,160,3
93,184,2
68,145,3
20,97,3
67,25,3
49,50,3
122,12,2
69,48,2
151,38,3
123,140,3
47,118,3
67,41,3
92,55,3
151,153,3
29,21,2
61,71,3
149,2,2
49,35,2
164,66,2
79,20,3
116,52,3
8,60,3
155,48,3
16,164,3
15,43,3
9,169,3
142,46,2
60,149,3
40,116,2
147,49,3
21,87,3
49,82,3
78,86,3
86,185,2
19,52,3
47,66,3
94,79,3
109,105,3
84,5,2
92,19,2
160,71,2
73,158,2
127,31,2
38,106,3
77,30,3
127,152,2
98,85,2
61,120,3
155,54,3
109,120,3
36,76,3
15,83,3
109,93,3
136,104,3
121,52,3
15,89,3
98,12,3
17,12,3
12,124,3
115,180,1
135,139,3
149,56,2
31,65,3
123,41,3
161,160,3
166,22,2
111,82,3
81,115,2
145,133,3
84,147,2
21,116,2
123,80,3
61,141,3
157,143,3
144,106,3
86,47,3
153,131,2
102,65,3
53,183,3
21,26,3
5,27,2
16,110,3
80,136,3
133,115,2
67,109,2
58,106,3
95,60,3
19,1,3
18,129,3
156,118,3
62,127,3
107,61,2
38,156,3
122,164,2
48,156,3
110,111,2
80,166,3
159,130,2
32,106,3
43,142,2
52,171,3
35,133,2
159,26,3
109,5,2
106,30,3
22,150,3
18,155,2
41,122,3
18,134,3
33,56,3
88,113,2
55,125,2
156,42,3
152,166,3
88,101,1
157,86,2
162,136,2
137,4,2
84,89,3
139,163,3
65,186,3
154,182,2
160,20,3
99,118,3
69,100,3
164,77,2
97,98,2
23,183,3
28,151,3
57,83,3
3,79,3
84,72,3
12,64,1
51,5,3
75,92,2
61,182,2
99,186,3
103,0,2
20,122,2
73,24,2
148,183,2
105,71,2
35,126,3
88,82,3
7,135,2
37,165,3
149,147,2
107,163,3
87,76,3
108,19,3
155,124,2
3,147,3
162,47,3
82,160,3
100,25,2
105,78,2
121,33,3
127,122,2
75,54,3
41,174,3
81,107,2
92,140,2
57,4,2
113,43,3
20,80,3
50,165,2
75,48,3
116,129,2
143,180,3
30,175,3
111,99,1
29,46,3
3,55,3
160,170,3
163,149,3
65,173,3
56,177,2
119,158,3
65,55,3
158,176,3
54,17,1
102,48,3
142,27,2
29,97,3
112,14,3
43,136,3
78,65,1
33,120,3
72,119,2
51,70,3
108,143,3
43,99,3
141,66,3
102,58,3
72,1,3
77,149,2
98,73,3
125,158,2
39,19,2
93,112,1
47,176,3
153,81,3
152,137,3
155,13,2
75,101,3
134,81,2
36,142,3
77,59,3
82,79,2
42,51,2
68,123,2
111,75,2
88,12,3
148,101,3
27,71,2
101,174,2
135,175,3
125,135,3
88,178,2
63,77,3
116,72,3
21,66,2
165,98,3
146,70,2
145,154,3
134,186,2
74,108,2
16,170,3
135,121,3
146,61,3
41,27,2
70,151,2
63,134,3
38,87,2
91,148,3
74,42,3
84,120,3
148,24,3
142,138,3
117,106,3
114,141,2
22,175,3
79,155,3
153,187,2
61,64,2
85,141,2
105,184,2
70,59,3
38,180,3
34,9,3
141,80,2
92,88,2
76,174,3
41,69,3
106,12,2
133,61,3
164,113,3
103,103,3
155,159,3
162,93,3
86,153,3
33,27,2
150,121,2
20,72,3
9,107,3
142,34,2
89,108,3
28,78,2
63,46,3
83,172,2
99,127,2
139,74,3
118,136,3
5,91,3
13,70,3
125,96,2
95,155,3
88,160,3
107,150,2
24,167,1
23,19,3
125,182,3
100,109,2
131,99,2
44,45,3
117,96,3
3,111,3
157,108,2
143,187,3
149,76,3
136,27,2
48,125,3
21,44,3
9,142,3
90,131,3
148,161,3
8,128,3
56,155,3
138,116,2
157,65,3
84,25,3
59,169,2
46,11,3
54,55,3
67,71,3
75,72,2
137,22,3
113,0,2
158,77,3
135,128,3
100,19,3
46,57,2
98,92,2
58,187,2
161,40,3
128,104,3
27,116,3
101,139,1
130,11,3
95,125,3
150,176,2
73,79,1
43,169,3
140,128,2
64,105,2
48,105,2
3,158,3
52,29,3
24,137,3
9,42,3
109,24,3
135,145,3
120,90,3
111,87,3
146,116,2
16,149,3
116,23,3
43,79,2
29,36,3
105,115,3
63,98,2
58,93,2
90,33,2
70,137,3
107,170,2
119,171,3
10,14,3
134,35,2
6,33,2
69,12,2
127,87,2
126,75,2
142,144,2
60,33,3
30,142,3
27,59,2
140,98,3
35,50,3
96,68,3
128,22,3
126,109,3
32,168,3
165,118,3
39,64,3
162,104,3
105,132,3
160,181,3
54,145,3
55,76,2
113,124,2
142,149,3
100,181,3
34,147,3
122,102,3
97,36,3
24,146,3
18,6,3
116,36,3
141,17,1
54,11,3
62,82,2
80,11,3
113,161,3
163,83,2
165,156,2
97,160,3
5,164,3
94,164,2
156,148,3
44,1,3
28,85,3
107,41,3
141,60,3
110,128,3
74,126,3
67,6,2
73,183,3
122,69,3
54,103,3
103,7,2
67,115,3
51,96,3
62,113,3
35,83,3
81,101,3
73,6,3
127,46,3
107,177,3
46,16,3
72,171,1
32,40,3
92,71,3
157,36,3
104,97,3
140,174,3
15,35,2
54,45,1
34,112,2
8,175,1
40,11,3
137,55,2
93,4,2
63,89,1
6,19,2
76,133,2
35,35,2
132,86,2
8,119,3
141,39,3
61,9,3
60,52,3
147,33,2
151,96,3
132,110,2
81,181,3
28,126,1
3,68,3
157,137,3
155,113,3
12,158,2
13,55,3
14,27,1
91,94,3
119,113,3
161,7,3
46,112,3
147,126,2
32,91,3
151,65,3
111,65,3
47,91,3
95,50,2
143,94,3
66,156,2
37,2,3
91,45,2
154,23,3
59,58,3
26,10,2
24,102,2
105,87,3
55,62,1
28,29,2
35,99,1
26,93,3
100,31,3
17,177,3
5,47,3
81,129,3
104,123,1
117,77,3
164,53,3
23,15,3
3,13,2
114,117,2
111,57,3
154,60,3
127,187,3
121,177,2
69,179,1
96,105,2
85,60,2
10,21,2
96,133,2
131,93,2
28,133,3
7,152,3
69,18,2
8,5,3
52,0,3
114,155,3
