94,118,2
120,57,2
121,149,1
132,180,3
7,187,3
63.242,20.193,3
51.39,87.445,3
27.426,110.63,1
142.6,86.929,3
136.42,90.021,2
141.32,111.15,2
119.41,45.96,3
137.45,182.27,3
146.98,7.0521,2
129.46,131.76,3
129.46,139.49,3
119.16,143.87,2
112.46,173.51,3
43.917,86.414,1
136.42,48.537,3
134.1,150.32,2
81.021,43.641,3
126.77,65.449,1
130,162.13,2
119.08,184.72,2
84.807,165.36,1
153.21,100.95,3
42.385,32.248,3
148.13,140.61,3
159.35,154.6,2
164.12,173.35,3
108.63,156.13,3
103.1,158.13,1
87.42,124.32,1
41.924,161.98,3
110.48,35.784,3
106.63,53.152,2
143.22,52.845,3
165.5,163.97,2
149.52,171.2,3
13.949,115.25,3
157.51,164.9,3
