147,153,3
87,199,2
136,127,1
14,130,3
78,93,3
75,132,2
4,45,2
42,137,3
48,188,2
4,63,3
214,150,3
195,145,3
68,101,3
215,171,3
52,149,3
8,135,3
29,40,3
208,27,3
81,119,3
215,115,3
182,125,3
138,197,1
34.146,162.42,2
18.032,182.01,3
11.397,185.17,3
15.821,191.49,3
24.667,197.18,3
11.713,175.06,3
5.7101,172.54,3
63.845,188.65,3
66.057,158.63,3
76.799,157.05,2
71.744,153.26,1
76.483,164,3
54.367,141.89,1
64.161,139.36,3
55.946,136.52,3
48.995,134.62,1
39.833,133.36,3
34.462,172.54,3
72.06,191.81,3
75.535,200.65,2
58.474,161.79,3
81.538,173.17,3
135.25,189.28,3
110.61,190.86,2
22.771,101.45,3
20.876,95.127,1
9.5015,91.652,3
8.5537,118.51,3
11.713,112.19,3
26.879,100.18,2
53.735,115.03,2
57.21,121.67,3
50.891,120.72,3
68.584,128.62,2
81.222,130.51,2
86.278,135.25,3
92.597,136.83,2
99.863,139.68,2
98.6,133.99,2
101.44,146.63,3
103.65,156.42,3
30.986,105.87,2
13.609,98.919,3
148.52,186.12,2
158,196.86,3
173.8,195.6,3
146.31,197.5,2
118.82,147.89,3
63.213,105.55,3
24.667,49.314,2
57.526,12.98,3
65.425,72.063,1
78.063,102.39,3
87.857,91.336,3
19.296,52.158,3
134.3,112.82,3
127.35,106.5,3
128.3,97.339,2
128.3,87.544,2
117.56,69.851,3
112.19,47.419,3
103.97,40.784,2
143.46,93.863,2
174.74,170.64,3
172.85,176.96,3
182.96,171.9,3
192.75,156.11,3
182.01,135.88,1
167.16,120.72,3
164,60.689,3
154.84,69.535,3
150.1,42.363,3
176.01,94.495,2
136.51,141.89,3
138.41,149.47,2
73.956,85.017,3
63.529,18.983,3
176.96,39.836,3
197.81,45.839,3
186.43,5.0813,2
165.9,164.64,2
187.38,165.58,2
151.36,194.97,1
101.44,63.532,3
131.77,164,3
141.25,171.27,3
72.692,31.937,3
66.373,29.41,1
177.59,15.824,1
182.01,12.348,3
69.759,177.48,3
99.825,167.06,1
25.403,119.43,3
62.614,130.44,3
137.33,177.18,3
42.967,126.57,2
36.12,122.11,1
46.539,116.45,3
202.83,120.62,3
177.52,156.04,2
88.215,9.2818,3
193,179.86,3
