6.400000000000000000e+01 1.550000000000000000e+02 5.391304347826087451e+01 7.369565217391304657e+01
4.000000000000000000e+01 1.790000000000000000e+02 4.869565217391304657e+01 7.891304347826087451e+01
1.880000000000000000e+02 1.370000000000000000e+02 8.086956521739131176e+01 6.978260869565217206e+01
1.800000000000000000e+01 6.600000000000000000e+01 4.391304347826086740e+01 5.434782608695652328e+01
4.900000000000000000e+01 2.200000000000000000e+01 5.065217391304347672e+01 4.478260869565217206e+01
5.600000000000000000e+01 2.600000000000000000e+01 5.217391304347826519e+01 4.565217391304347672e+01
4.100000000000000000e+01 8.100000000000000000e+01 4.891304347826087451e+01 5.760869565217391397e+01
1.450000000000000000e+02 8.400000000000000000e+01 7.152173913043478137e+01 5.826086956521739069e+01
9.600000000000000000e+01 5.400000000000000000e+01 6.086956521739130466e+01 5.173913043478260931e+01
4.300000000000000000e+01 4.500000000000000000e+01 4.934782608695652328e+01 4.978260869565217206e+01
1.100000000000000000e+01 8.800000000000000000e+01 4.239130434782608603e+01 5.913043478260870245e+01
1.620000000000000000e+02 2.200000000000000000e+01 7.521739130434782794e+01 4.478260869565217206e+01
3.100000000000000000e+01 4.200000000000000000e+01 4.673913043478260931e+01 4.913043478260869534e+01
1.170000000000000000e+02 3.300000000000000000e+01 6.543478260869565588e+01 4.717391304347826519e+01
1.430000000000000000e+02 3.100000000000000000e+01 7.108695652173912549e+01 4.673913043478260931e+01
1.700000000000000000e+01 1.130000000000000000e+02 4.369565217391304657e+01 6.456521739130434412e+01
1.800000000000000000e+02 1.270000000000000000e+02 7.913043478260868824e+01 6.760869565217390686e+01
2.100000000000000000e+01 5.000000000000000000e+01 4.456521739130435122e+01 5.086956521739130466e+01
1.320000000000000000e+02 7.300000000000000000e+01 6.869565217391304657e+01 5.586956521739130466e+01
1.870000000000000000e+02 1.730000000000000000e+02 8.065217391304348382e+01 7.760869565217390686e+01
2.030000000000000000e+02 3.800000000000000000e+01 8.413043478260870245e+01 4.826086956521739069e+01
1.570000000000000000e+02 7.300000000000000000e+01 7.413043478260868824e+01 5.586956521739130466e+01
1.300000000000000000e+01 9.000000000000000000e+00 4.282608695652174191e+01 4.195652173913043725e+01
8.800000000000000000e+01 1.940000000000000000e+02 5.913043478260870245e+01 8.217391304347826519e+01
7.400000000000000000e+01 1.930000000000000000e+02 5.608695652173913260e+01 8.195652173913043725e+01
1.670000000000000000e+02 6.100000000000000000e+01 7.630434782608696764e+01 5.326086956521739069e+01
1.030000000000000000e+02 1.700000000000000000e+02 6.239130434782609314e+01 7.695652173913043725e+01
1.410000000000000000e+02 1.830000000000000000e+02 7.065217391304348382e+01 7.978260869565218627e+01
2.500000000000000000e+01 8.600000000000000000e+01 4.543478260869565588e+01 5.869565217391304657e+01
1.400000000000000000e+01 1.310000000000000000e+02 4.304347826086956275e+01 6.847826086956521863e+01
4.000000000000000000e+01 9.000000000000000000e+01 4.869565217391304657e+01 5.956521739130434412e+01
1.740000000000000000e+02 4.800000000000000000e+01 7.782608695652174902e+01 5.043478260869565588e+01
3.300000000000000000e+01 1.130000000000000000e+02 4.717391304347826519e+01 6.456521739130434412e+01
1.730000000000000000e+02 1.280000000000000000e+02 7.760869565217390686e+01 6.782608695652174902e+01
3.200000000000000000e+01 1.730000000000000000e+02 4.695652173913043725e+01 7.760869565217390686e+01
7.300000000000000000e+01 1.580000000000000000e+02 5.586956521739130466e+01 7.434782608695653039e+01
1.390000000000000000e+02 1.200000000000000000e+01 7.021739130434782794e+01 4.260869565217391397e+01
3.600000000000000000e+01 2.800000000000000000e+01 4.782608695652174191e+01 4.608695652173913260e+01
